index,cluster
2379,15
2380,15
2381,15
2382,15
2383,15
2384,15
2385,15
2386,15
2387,15
2388,15
2389,15
2390,15
2391,15
2392,15
2393,15
2394,15
2395,15
2396,15
2397,15
2398,15
2399,15
2400,15
2401,15
2402,15
2403,15
2404,15
2405,15
2406,15
2407,15
2408,15
2409,15
2410,15
2411,15
2412,15
2413,15
2414,15
2415,15
2416,16
2417,16
2418,16
2419,16
2420,16
2421,16
2422,16
2423,16
2424,16
2425,16
2426,16
2427,16
2428,16
2429,16
2430,16
2431,16
2432,16
2433,16
2434,16
2435,16
2436,16
2437,16
2438,16
2439,16
2440,16
2441,16
2442,16
2443,16
2444,16
2445,16
2446,16
2447,16
2448,16
2449,16
2450,16
2451,17
2452,17
2453,17
2454,17
2455,17
2456,17
2457,17
2458,17
2459,17
2460,17
2461,17
2462,17
2463,17
2464,17
2465,17
2466,17
2467,17
2468,17
2469,17
2470,17
2471,17
2472,17
2473,17
2474,17
2475,17
2476,17
2477,17
2478,17
2479,17
2480,17
2481,17
2482,17
2483,17
2484,17
2485,17
2486,17
2487,17
2488,17
2489,17
2490,17
2491,17
2492,17
2493,18
2494,18
2495,18
2496,18
2497,18
2498,18
2499,18
2500,18
2501,18
2502,18
2503,18
2504,18
2505,18
2506,18
2507,18
2508,18
2509,18
2510,18
2511,18
2512,18
2513,18
2514,18
2515,18
2516,18
2517,18
2518,18
2519,18
2520,18
2521,18
2522,18
2523,18
2524,18
2525,18
2526,18
2527,18
2528,18
2529,18
2530,18
2531,18
2532,18
2533,18
2534,18
2535,18
2536,18
2537,18
2538,18
2539,18
2540,18
2541,18
2542,18
2543,18
2544,18
2545,18
2546,18
2547,18
2548,18
2549,18
2550,18
2551,18
2552,18
2553,18
2554,18
2555,18
2556,18
2557,18
2558,18
2559,18
2560,18
2561,18
2562,18
2563,18
2564,18
2565,18
2566,18
2567,18
2568,18
2569,19
2570,19
2571,19
2572,19
2573,19
2574,19
2575,19
2576,19
2577,19
2578,19
2579,19
2580,19
2581,19
2582,19
2583,19
2584,19
2585,19
2586,19
2587,19
2588,19
2589,19
2590,19
2591,19
2592,19
2593,19
2594,19
2595,19
2596,19
2597,19
2598,19
2599,19
2600,19
2601,19
2602,19
2603,19
2604,19
2605,19
2606,20
2607,20
2608,20
2609,20
2610,20
2611,20
2612,20
2613,20
2614,20
2615,20
2616,20
2617,20
2618,20
2619,20
2620,20
2621,20
2622,20
2623,20
2624,20
2625,20
2626,20
2627,20
2628,20
2629,20
2630,20
2631,20
2632,20
2633,20
2634,20
2635,20
2636,20
2637,20
2638,20
2639,20
2640,20
2641,20
2642,20
2643,20
2644,20
2645,20
2646,20
2647,20
2648,20
2649,20
2650,20
2651,20
2652,20
2653,20
2654,20
2655,20
2656,20
2657,20
2658,20
2659,20
2660,20
2661,20
2662,20
2663,20
2664,20
2665,20
2666,20
2667,20
2668,20
2669,20
2670,20
2671,20
2672,20
2673,20
2674,20
2675,20
2676,20
2677,20
2678,20
2679,20
2680,20
2681,20
2682,20
2683,20
2684,20
2685,20
2686,20
2687,20
2688,20
2689,20
2690,20
2691,20
2692,20
2693,20
2694,20
2695,20
2696,20
2697,20
2698,20
2699,20
2700,20
2701,20
2702,20
2703,20
2704,20
2705,20
2706,20
2707,20
2708,20
2709,20
2710,20
2711,20
2712,20
2713,20
2714,20
2715,20
2716,20
2717,20
2718,20
2719,20
2720,20
2721,20
2722,20
2723,20
2724,20
2725,20
2726,20
2727,20
2728,20
2729,20
2730,20
2731,20
2732,20
2733,20
2734,20
2735,20
2736,20
2737,20
2738,20
2739,20
2740,20
2741,20
2742,20
2743,20
2744,20
2745,20
2746,20
2747,20
2748,20
2749,20
2750,20
2751,20
2752,20
2753,20
2754,20
2755,20
2756,20
2757,20
2758,20
2759,20
2760,20
2761,20
2762,20
2763,20
2764,20
2765,20
2766,20
2767,20
2768,20
2769,20
2770,20
2771,20
2772,20
2773,20
2774,20
2775,20
2776,20
2777,20
2778,20
2779,20
2780,20
2781,20
2782,20
2783,20
2784,20
2785,20
2786,20
2787,20
2788,20
2789,20
2790,20
2791,20
2792,21
2793,21
2794,21
2795,21
2796,21
2797,21
2798,21
2799,21
2800,21
2801,21
2802,21
2803,21
2804,21
2805,21
2806,21
2807,21
2808,21
2809,21
2810,21
2811,21
2812,21
2813,21
2814,21
2815,21
2816,21
2817,21
2818,21
2819,21
2820,21
2821,21
2822,21
2823,21
2824,21
2825,21
2826,21
2827,21
2828,21
2829,21
2830,21
2831,21
2832,21
2833,21
2834,21
2835,21
2836,21
2837,21
2838,21
2839,21
2840,22
2841,22
2842,22
2843,22
2844,22
2845,22
2846,22
2847,22
2848,22
2849,22
2850,22
2851,22
2852,22
2853,22
2854,22
2855,22
2856,22
2857,22
2858,22
2859,22
2860,22
2861,22
2862,22
2863,22
2864,22
2865,22
2866,22
2867,22
2868,22
2869,22
2870,22
2871,22
2872,22
2873,22
2874,22
2875,22
2876,22
2877,22
2878,22
2879,22
2880,22
2881,22
2882,22
2883,22
2884,22
2885,22
2886,22
2887,22
2888,22
2889,22
2890,22
2891,22
2892,22
2893,22
2894,22
2895,22
2896,22
2897,22
2898,22
2899,22
2900,22
2901,22
2902,22
2903,22
2904,22
2905,22
2906,22
2907,22
2908,22
2909,22
2910,22
2911,22
2912,22
2913,22
2914,22
2915,22
2916,22
2917,22
2918,22
2919,22
2920,22
2921,22
2922,22
2923,22
2924,22
2925,22
2926,22
2927,22
2928,23
2929,23
2930,23
2931,23
2932,23
2933,23
2934,23
2935,23
2936,23
2937,23
2938,23
2939,23
2940,23
2941,23
2942,23
2943,23
2944,23
2945,23
2946,23
2947,23
2948,23
2949,23
2950,23
2951,23
2952,23
2953,23
2954,23
2955,23
2956,23
2957,23
2958,23
2959,23
2960,23
2961,23
2962,23
2963,23
2964,23
2965,23
2966,23
2967,23
2968,23
2969,23
2970,23
2971,23
2972,23
2973,23
2974,23
2975,23
2976,23
2977,24
2978,24
2979,24
2980,24
2981,24
2982,24
2983,24
2984,24
2985,24
2986,24
2987,24
2988,24
2989,24
2990,24
2991,24
2992,24
2993,24
2994,24
2995,24
2996,24
2997,24
2998,24
2999,24
3000,24
3001,24
3002,24
3003,24
3004,24
3005,24
3006,24
3007,24
3008,24
3009,24
3010,24
3011,24
3012,24
3013,24
3014,24
3015,24
3016,24
3017,24
3018,24
3019,24
3020,24
3021,24
3022,24
3023,24
3024,24
3025,24
3026,24
3027,24
3028,24
3029,24
3030,24
3031,24
3032,24
3033,24
3034,24
3035,24
3036,24
3037,24
3038,24
3039,24
3040,24
3041,24
3042,24
3043,24
3044,24
3045,24
3046,24
3047,24
3048,24
3049,24
3050,24
3051,24
3052,24
3053,24
3054,24
3055,24
3056,24
3057,24
3058,24
3059,24
3060,24
3061,24
3062,24
3063,24
3064,24
3065,24
3066,24
3067,24
3068,24
3069,24
3070,24
3071,24
3072,24
3073,24
3074,24
3075,24
3076,24
3077,24
3078,24
3079,24
3080,24
3081,24
3082,24
3083,24
3084,24
3085,24
3086,24
3087,24
3088,24
3089,24
3090,24
3091,24
3092,24
3093,24
3094,24
3095,24
3096,24
3097,24
3098,24
3099,24
3100,24
3101,24
3102,24
3103,24
3104,24
3105,24
3106,24
3107,24
3108,24
3109,24
3110,24
3111,24
3112,24
3113,24
3114,24
3115,24
3116,24
3117,24
3118,24
3119,24
3120,24
3121,24
3122,24
3123,24
3124,24
3125,24
3126,24
3127,24
3128,24
3129,24
3130,24
3131,24
3132,24
3133,24
3134,24
3135,24
3136,24
3137,24
3138,24
3139,24
3140,24
3141,24
3142,24
3143,24
3144,24
3145,24
3146,24
3147,24
3148,24
3149,24
3150,24
3151,24
3152,24
3153,24
3154,24
3155,24
3156,24
3157,24
3158,24
3159,24
3160,24
3161,24
3162,24
3163,24
3164,24
3165,24
3166,24
3167,24
3168,24
3169,24
3170,24
3171,24
3172,24
3173,24
3174,24
3175,24
3176,24
3177,24
3178,24
3179,24
3180,25
3181,25
3182,25
3183,25
3184,25
3185,25
3186,25
3187,25
3188,25
3189,25
3190,25
3191,25
3192,25
3193,25
3194,25
3195,25
3196,25
3197,25
3198,25
3199,25
3200,25
3201,25
3202,25
3203,25
3204,25
3205,25
3206,25
3207,25
3208,25
3209,25
3210,25
3211,25
3212,25
3213,25
3214,25
3215,25
3216,25
3217,25
3218,25
3219,25
3220,25
3221,25
3222,25
3223,25
3224,25
3225,25
3226,25
3227,25
3228,25
3229,25
3230,25
3231,25
3232,25
3233,25
3234,25
3235,25
3236,25
3237,25
3238,25
3239,25
3240,25
3241,25
3242,25
3243,25
3244,25
3245,25
3246,25
3247,25
3248,25
3249,25
3250,25
3251,25
3252,25
3253,25
3254,25
3255,25
3256,25
3257,25
3258,25
3259,25
3260,25
3261,25
3262,25
3263,25
3264,25
3265,25
3266,25
3267,25
3268,25
3269,25
3270,25
3271,25
3272,25
3273,25
3274,25
3275,25
3276,25
3277,25
3278,25
3279,25
3280,25
3281,25
3282,25
3283,25
3284,25
3285,25
3286,25
3287,25
3288,25
3289,25
3290,26
3291,26
3292,26
3293,26
3294,26
3295,26
3296,26
3297,26
3298,26
3299,26
3300,26
3301,26
3302,26
3303,26
3304,26
3305,26
3306,26
3307,26
3308,26
3309,26
3310,27
3311,27
3312,27
3313,27
3314,27
3315,27
3316,27
3317,27
3318,27
3319,27
3320,27
3321,27
3322,27
3323,27
3324,27
3325,27
3326,27
3327,27
3328,27
3329,27
3330,27
3331,27
3332,27
3333,27
3334,27
3335,27
3336,27
3337,27
3338,27
3339,27
3340,27
3341,27
3342,27
3343,27
3344,27
3345,27
3346,27
3347,27
3348,27
3349,27
3350,27
3351,27
3352,27
3353,27
3354,27
3355,27
3356,27
3357,27
3358,27
3359,27
3360,27
3361,27
3362,27
3363,27
3364,27
3365,27
3366,27
3367,27
3368,27
3369,27
3370,27
3371,27
3372,27
3373,27
3374,27
3375,27
3376,27
3377,27
3378,27
3379,27
3380,27
3381,27
3382,27
3383,27
3384,27
3385,27
3386,27
3387,27
3388,27
3389,27
3390,27
3391,27
3392,27
3393,27
3394,27
3395,27
3396,27
3397,27
3398,27
3399,27
3400,27
3401,27
3402,27
3403,27
3404,27
3405,27
3406,27
3407,27
3408,27
3409,27
3410,27
3411,27
3412,27
3413,27
3414,27
3415,27
3416,27
3417,27
3418,27
3419,27
3420,27
3421,27
3422,27
3423,27
3424,27
3425,27
3426,27
3427,27
3428,27
3429,27
3430,27
3431,27
3432,27
3433,27
3434,27
3435,27
3436,27
3437,27
3438,27
3439,27
3440,27
3441,27
3442,27
3443,27
3444,27
3445,27
3446,27
3447,27
3448,27
3449,27
3450,27
3451,27
3452,27
3453,27
3454,27
3455,27
3456,27
3457,27
3458,27
3459,27
3460,27
3461,27
3462,27
3463,27
3464,27
3465,27
3466,27
3467,27
3468,27
3469,27
3470,27
3471,27
3472,27
3473,27
3474,27
3475,27
3476,27
3477,27
3478,27
3479,27
3480,27
3481,27
3482,27
3483,27
3484,27
3485,27
3486,27
3487,27
3488,27
3489,27
3490,27
3491,27
3492,27
3493,27
3494,27
3495,27
3496,27
3497,27
3498,27
3499,27
3500,27
3501,27
3502,27
3503,27
3504,27
3505,27
3506,27
3507,27
3508,27
3509,27
3510,27
3511,27
3512,27
3513,27
3514,27
3515,27
3516,27
3517,27
3518,27
3519,27
3520,27
3521,27
3522,27
3523,27
3524,27
3525,27
3526,27
3527,27
3528,27
3529,27
3530,27
3531,27
3532,27
3533,27
3534,27
3535,27
3536,27
3537,27
3538,27
3539,27
3540,27
3541,27
3542,27
3543,27
3544,27
3545,27
3546,27
3547,27
3548,27
3549,27
3550,27
3551,27
3552,27
3553,27
3554,27
3555,27
3556,27
3557,27
3558,27
3559,27
3560,27
3561,27
3562,27
3563,27
3564,27
3565,27
3566,27
3567,27
3568,27
3569,27
3570,27
3571,27
3572,27
3573,27
3574,27
3575,27
3576,27
3577,27
3578,27
3579,27
3580,27
3581,27
3582,27
3583,27
3584,27
3585,27
3586,27
3587,27
3588,27
3589,27
3590,27
3591,27
3592,27
3593,27
3594,27
3595,27
3596,27
3597,27
3598,27
3599,27
3600,27
3601,27
3602,27
3603,27
3604,27
3605,27
3606,27
3607,27
3608,27
3609,27
3610,27
3611,27
3612,27
3613,27
3614,27
3615,27
3616,27
3617,27
3618,27
3619,27
3620,27
3621,27
3622,27
3623,27
3624,27
3625,27
3626,27
3627,27
3628,27
3629,27
3630,27
3631,27
3632,27
3633,27
3634,27
3635,27
3636,27
3637,27
3638,27
3639,27
3640,27
3641,27
3642,27
3643,27
3644,27
3645,27
3646,27
3647,27
3648,27
3649,27
3650,27
3651,27
3652,27
3653,27
3654,27
3655,27
3656,27
3657,27
3658,27
3659,27
3660,27
3661,27
3662,27
3663,27
3664,27
3665,27
3666,27
3667,27
3668,27
3669,27
3670,27
3671,27
3672,28
3673,28
3674,28
3675,28
3676,28
3677,28
3678,28
3679,28
3680,28
3681,28
3682,28
3683,28
3684,28
3685,28
3686,28
3687,28
3688,28
3689,28
3690,28
3691,28
3692,28
3693,29
3694,29
3695,29
3696,29
3697,29
3698,29
3699,29
3700,29
3701,29
3702,29
3703,29
3704,29
3705,29
3706,29
3707,29
3708,29
3709,29
3710,29
3711,29
3712,29
3713,29
3714,29
3715,29
3716,29
3717,29
3718,29
3719,29
3720,29
3721,29
3722,29
3723,29
3724,29
3725,29
3726,29
3727,29
3728,29
3729,29
3730,29
3731,29
3732,29
3733,29
3734,29
3735,29
3736,29
3737,29
3738,29
3739,29
3740,29
3741,29
3742,29
3743,29
3744,29
3745,29
3746,29
3747,29
3748,29
3749,29
3750,29
3751,29
3752,29
3753,29
3754,29
3755,29
3756,29
3757,29
3758,29
3759,29
3760,29
3761,29
3762,29
3763,29
3764,29
3765,29
3766,29
3767,29
3768,29
3769,29
3770,29
3771,29
3772,29
3773,29
3774,29
3775,29
3776,29
3777,29
3778,29
3779,29
3780,29
3781,29
3782,29
3783,29
3784,29
3785,29
3786,29
3787,29
3788,29
3789,29
3790,29
3791,29
3792,29
3793,29
3794,29
3795,29
3796,29
3797,29
3798,29
3799,29
3800,29
3801,29
3802,29
3803,29
3804,29
3805,29
3806,29
3807,29
3808,29
3809,29
3810,29
3811,29
3812,30
3813,30
3814,30
3815,30
3816,30
3817,30
3818,30
3819,30
3820,30
3821,30
3822,30
3823,30
3824,30
3825,30
3826,30
3827,30
3828,30
3829,30
3830,30
3831,30
3832,30
3833,30
3834,30
3835,30
3836,30
3837,30
3838,30
3839,30
3840,30
3841,30
3842,30
3843,30
3844,30
3845,30
3846,30
3847,30
3848,30
3849,30
3850,30
3851,30
3852,30
3853,30
3854,30
3855,30
3856,30
3857,30
3858,30
3859,30
3860,30
3861,30
3862,30
3863,30
3864,30
3865,30
3866,30
3867,30
3868,30
3869,30
3870,30
3871,30
3872,30
3873,30
3874,30
3875,30
3876,30
3877,30
3878,30
3879,30
3880,30
3881,30
3882,30
3883,30
3884,30
3885,30
3886,30
3887,30
3888,30
3889,30
3890,30
3891,30
3892,30
3893,30
3894,30
3895,30
3896,30
3897,30
3898,30
3899,30
3900,30
3901,30
3902,30
3903,30
3904,30
3905,30
3906,30
3907,30
3908,30
3909,30
3910,30
3911,30
3912,30
3913,30
3914,30
3915,30
3916,30
3917,30
3918,30
3919,30
3920,30
3921,30
3922,30
3923,30
3924,30
3925,30
3926,30
3927,30
3928,30
3929,30
3930,30
3931,30
3932,30
3933,30
3934,30
3935,30
3936,30
3937,30
3938,30
3939,30
3940,30
3941,30
3942,30
3943,30
3944,30
3945,30
3946,30
3947,30
3948,30
3949,30
3950,30
3951,30
3952,30
3953,30
3954,30
3955,30
3956,30
3957,30
3958,30
3959,30
3960,30
3961,30
3962,30
3963,30
3964,30
3965,30
3966,30
3967,30
3968,30
3969,30
3970,30
3971,30
3972,30
3973,30
3974,30
3975,30
3976,30
3977,30
3978,30
3979,30
3980,30
3981,30
3982,30
3983,30
3984,30
3985,30
3986,30
3987,30
3988,30
3989,30
3990,30
3991,30
3992,31
3993,31
3994,31
3995,31
3996,31
3997,31
3998,31
3999,31
4000,31
4001,31
4002,31
4003,31
4004,31
4005,31
4006,31
4007,31
4008,31
4009,31
4010,31
4011,31
4012,31
4013,31
4014,31
4015,31
4016,31
4017,31
4018,31
4019,31
4020,31
4021,31
4022,32
4023,32
4024,32
4025,32
4026,32
4027,32
4028,32
4029,32
4030,32
4031,32
4032,32
4033,32
4034,32
4035,32
4036,32
4037,32
4038,32
4039,32
4040,32
4041,32
4042,32
4043,32
4044,32
4045,32
4046,32
4047,32
4048,32
4049,32
4050,32
4051,32
4052,32
4053,32
4054,32
4055,32
4056,32
4057,32
4058,32
4059,32
4060,32
4061,32
4062,32
4063,32
4064,32
4065,32
4066,32
4067,32
4068,32
4069,32
4070,32
4071,32
4072,32
4073,32
4074,32
4075,32
4076,32
4077,32
4078,32
4079,32
4080,32
4081,32
4082,32
4083,32
4084,32
4085,32
4086,33
4087,33
4088,33
4089,33
4090,33
4091,33
4092,33
4093,33
4094,33
4095,33
4096,33
4097,33
4098,33
4099,33
4100,33
4101,33
4102,33
4103,33
4104,33
4105,33
4106,33
4107,33
4108,33
4109,33
4110,33
4111,33
4112,33
4113,33
4114,33
4115,33
4116,33
4117,33
4118,33
4119,33
4120,33
4121,33
4122,33
4123,33
4124,33
4125,33
4126,33
4127,33
4128,33
4129,33
4130,33
4131,33
4132,33
4133,33
4134,33
4135,33
4136,33
4137,33
4138,34
4139,34
4140,34
4141,34
4142,34
4143,34
4144,34
4145,34
4146,34
4147,34
4148,34
4149,34
4150,34
4151,34
4152,34
4153,35
4154,35
4155,35
4156,35
4157,35
4158,35
4159,35
4160,35
4161,35
4162,35
4163,35
4164,35
4165,35
4166,35
4167,35
4168,35
4169,35
4170,35
4171,35
4172,35
4173,35
4174,35
4175,35
4176,35
4177,35
4178,35
4179,35
4180,35
4181,35
4182,35
4183,35
4184,35
4185,35
4186,35
4187,35
4188,35
4189,35
4190,35
4191,35
4192,35
4193,35
4194,35
4195,35
4196,35
4197,35
4198,35
4199,35
4200,35
4201,35
4202,35
4203,35
4204,35
4205,35
4206,35
4207,35
4208,35
4209,35
4210,35
4211,35
4212,35
4213,35
4214,35
4215,35
4216,35
4217,35
4218,35
4219,35
4220,35
4221,35
4222,35
4223,35
4224,35
4225,35
4226,35
4227,35
4228,35
4229,35
4230,35
4231,35
4232,35
4233,35
4234,35
4235,35
4236,35
4237,35
4238,35
4239,35
4240,35
4241,35
4242,35
4243,35
4244,35
4245,35
4246,35
4247,35
4248,35
4249,35
4250,35
4251,35
4252,35
4253,35
4254,35
4255,35
4256,35
4257,35
4258,35
4259,35
4260,35
4261,35
4262,35
4263,35
4264,35
4265,35
4266,35
4267,35
4268,35
4269,35
4270,35
4271,35
4272,35
4273,35
4274,35
4275,35
4276,35
4277,35
4278,35
4279,35
4280,35
4281,35
4282,35
4283,35
4284,35
4285,35
4286,35
4287,35
4288,35
4289,35
4290,35
4291,35
4292,35
4293,35
4294,35
4295,35
4296,35
4297,35
4298,35
4299,36
4300,36
4301,36
4302,36
4303,36
4304,36
4305,36
4306,36
4307,36
4308,36
4309,36
4310,36
4311,36
4312,36
4313,36
4314,36
4315,36
4316,36
4317,36
4318,36
4319,36
4320,36
4321,36
4322,36
4323,36
4324,36
4325,36
4326,36
4327,36
4328,36
4329,36
4330,36
4331,36
4332,36
4333,36
4334,36
4335,36
4336,36
4337,36
4338,36
4339,36
4340,36
4341,36
4342,36
4343,36
4344,36
4345,36
4346,36
4347,36
4348,36
4349,36
4350,36
4351,36
4352,36
4353,36
4354,36
4355,36
4356,36
4357,36
4358,36
4359,36
4360,36
4361,36
4362,36
4363,36
4364,36
4365,36
4366,36
4367,36
4368,36
4369,36
4370,36
4371,36
4372,36
4373,36
4374,36
